idloc,edadloc,correo,paginas,telefono,impresa,servicio,nomina,idmercado,tamamer,promo,ropamujer
1998,4,10086,80,37,28987.01,36,12900,9,Pequeño,3,34201.4157269453
1856,5,10255,72,37,18650.94,37,19320,2,Median,2,28267.5559394868
542,1,10678,73,37,20405.08,27,26226,5,Median,1,31308.6147189282
878,10,10597,76,38,20520.74,36,5673,4,Pequeño,2,52432.7234364116
78,9,11419,89,45,24164.44,43,21683,7,Pequeño,1,47875.82
443,14,5074,68,19,34860.93,52,6118,9,Pequeño,2,42426.3086412487
1324,25,9752,107,28,18847.99,59,22776,9,Grande,1,53772.2287878652
1732,6,14090,89,49,23646.85,38,18397,8,Median,3,50049.1183225335
787,12,9765,79,36,33906.79,62,34154,3,Grande,1,57034.701569593
632,5,9488,84,31,34762.21,54,30829,3,Grande,1,55745.1383285883
349,10,9587,90,35,18878.51,38,35182,6,Grande,2,41198.0122454178
56,7,10502,77,40,28424.15,28,24762,5,Grande,1,35911.73
860,13,14926,89,44,26394.17,51,6875,2,Pequeño,2,65778.813184418
338,5,9910,86,36,31663.95,29,7563,1,Pequeño,3,56250.5073247185
1691,23,11082,81,29,37582.64,50,17214,8,Median,3,63278.7550164549
901,3,15198,102,42,28747.23,19,43174,5,Grande,2,40931.5536738851
1354,2,10929,101,28,29019.82,43,13311,8,Pequeño,2,73141.8273075484
954,5,10838,75,36,26747.19,32,20692,3,Median,1,47604.8538715828
1984,4,9734,82,38,26543.08,42,24619,2,Median,2,26495.2555673762
208,8,10168,72,35,35421.88,38,32498,7,Grande,2,62700.3677392276
1373,19,9834,84,28,23098.13,52,57950,1,Grande,2,33877.9624558917
848,4,10891,82,37,38226.58,20,22940,1,Grande,2,34046.2360428009
730,8,3168,70,26,31940.55,68,32375,7,Median,3,56908.6897625922
1571,1,3861,67,22,30094.51,36,6246,2,Pequeño,3,26561.907840896
1335,11,11803,103,44,31382.09,29,59018,1,Grande,1,71395.8909117516
1891,4,9847,72,37,27503.44,40,44170,8,Grande,1,33241.3386084404
1690,16,3378,56,28,29300.57,48,16201,1,Pequeño,2,31415.7855742484
290,21,10765,98,40,30672.64,43,14441,8,Median,1,42788.2551477242
1646,3,12617,100,47,19007.71,40,16418,9,Median,2,37100.979839669
834,17,10638,76,37,39992.51,64,25708,6,Grande,2,85273.2364330558
248,1,11586,111,52,24266.26,20,12591,4,Pequeño,2,34117.7369773673
976,7,9323,92,35,25012.74,44,4112,1,Pequeño,3,46285.0900650769
676,20,12224,98,41,18096.24,49,27601,5,Grande,1,40497.4647124735
286,23,14343,100,43,24960.69,58,5994,8,Pequeño,3,77452.2326251922
490,6,13221,96,44,27435.76,41,34109,5,Median,1,55356.1008025363
988,20,10650,83,34,26721.57,44,18539,8,Median,3,38690.0656626249
469,20,9671,97,36,18443.84,67,28468,4,Median,1,49538.5021977745
1358,6,10672,71,38,27354.82,57,5938,7,Pequeño,2,64504.641869481
421,1,14532,108,43,26358.95,41,15896,1,Grande,2,51233.1173009444
587,10,9483,88,38,28475.25,38,16688,2,Grande,2,58641.6258197739
1855,18,9704,85,30,31039.98,68,21896,6,Median,3,64767.6689501074
1279,11,14084,108,45,38795.3,66,36450,8,Median,1,99267.1203734449
195,20,14731,97,46,35814.49,46,13085,4,Median,2,60489.9333538385
1117,8,9547,74,30,25426.96,38,12030,5,Pequeño,3,46965.927584185
1023,1,14768,98,42,34566.33,36,27819,7,Median,2,54784.6559614516
1061,14,13505,106,51,25906.14,49,7986,6,Pequeño,3,60123.5942279347
1898,6,12281,92,58,18530.33,37,4018,3,Pequeño,3,46573.6419447655
936,4,11686,95,55,31390.42,33,6537,9,Pequeño,2,37396.6262681374
1723,16,10559,58,30,25754.81,58,22497,6,Median,1,45015.0701995722
1497,6,11067,75,28,23360,28,12624,2,Pequeño,2,48299.5874130117
108,12,9305,114,27,28140.75,28,18126,3,Median,3,34564.35
1341,12,11158,71,36,31339.1,58,11041,9,Median,1,71970.9347320367
980,17,11474,99,52,38318.3,57,64201,9,Grande,1,78870.6555950027
1782,22,15189,108,59,35176.31,54,47477,3,Grande,2,69744.2638187091
1868,20,9438,72,30,38733.09,52,72979,4,Grande,2,49621.4775728044
330,4,10606,84,32,31176.92,17,9667,4,Pequeño,2,34607.1857271261
39,13,8740,82,26,30619.22,32,17006,3,Median,3,40400.87
618,8,9970,105,40,32730.89,38,52685,5,Grande,2,68102.9134611399
1714,4,11701,109,54,35827.79,40,21201,4,Grande,1,81137.0588150999
249,8,14473,95,48,30036.95,62,14067,7,Median,3,80074.6649394924
1961,6,10269,60,34,25061.68,28,76007,6,Grande,1,40473.5945163449
1758,2,9757,85,39,28826.47,20,27853,5,Grande,2,24199.1039484416
1490,3,9158,78,32,24294.71,41,16438,2,Median,1,30426.3351948937
972,4,10977,88,35,19093.39,36,5325,2,Pequeño,3,24021.010539008
1659,12,9893,66,36,28911.73,49,40019,2,Grande,1,63899.244582729
1804,8,10011,83,38,39268.16,54,9600,4,Pequeño,3,79006.2856468875
446,18,11570,92,57,18901.29,61,39575,6,Grande,1,46756.3146625262
162,16,11997,96,59,20374.03,64,15568,1,Median,2,71978.9828457872
905,1,14237,90,43,38551.89,43,14414,5,Median,2,76606.6008623362
310,1,9960,101,38,33111.06,25,21935,3,Median,1,35580.8195713622
441,4,12212,92,58,26903.76,30,8860,6,Median,3,40907.6510436124
1418,22,11035,98,40,40023.34,65,43987,4,Median,2,58289.1367874827
466,24,14408,90,45,24122.27,49,14485,4,Median,3,99597.0886041983
1142,8,5055,70,21,23621.32,37,9197,4,Pequeño,3,37845.122342723
1303,8,4071,72,21,38725.25,31,20219,6,Pequeño,2,24267.1960443333
438,2,11173,81,34,27330.4,34,9453,4,Pequeño,2,26425.7790223369
1318,2,6663,64,25,22744.98,37,31109,3,Median,2,19456.8794949157
1551,3,12633,108,49,25285.82,15,10561,9,Pequeño,3,42352.0913511081
1522,25,9414,88,33,23005.31,54,40146,4,Grande,2,52138.0590410091
1041,6,9398,77,30,20727.98,44,20776,2,Pequeño,3,52398.2290323348
157,9,10762,97,29,22854.42,40,47367,9,Grande,2,60972.171560963
367,1,9497,67,29,25313.06,24,56117,1,Grande,1,38416.2760836424
1131,6,10000,79,29,36090.76,33,20635,9,Median,3,40704.893313754
1757,6,9405,80,31,28498.64,32,49645,8,Grande,2,44519.9772344434
1666,12,9169,88,32,23212.11,63,4165,4,Pequeño,2,54661.9558235406
1713,25,10764,73,40,38132.9,53,41374,8,Grande,1,68735.3576312942
281,4,11017,79,28,32362.8,29,3552,3,Pequeño,3,32726.1932455666
721,16,13465,97,59,21066.86,56,30156,6,Grande,1,50193.4044926833
551,14,9670,88,38,30668.69,52,29323,7,Grande,1,64212.3294359707
214,3,10698,87,33,28820.54,17,3122,8,Pequeño,2,26966.945302466
482,14,12876,92,54,36130.2,49,7544,2,Pequeño,2,79451.2484857563
1495,4,10865,99,33,19434.86,42,47738,6,Grande,1,38331.7823915728
101,6,14508,96,39,40027.78,52,18234,6,Pequeño,2,73918.34
76,22,10789,102,37,28642.16,45,23263,7,Pequeño,1,51194.98
1371,19,14339,100,46,32798.5,60,39632,8,Grande,1,79084.2417649142
672,5,9430,81,37,34693.22,63,44104,4,Grande,2,69998.2166880607
1086,16,14946,97,56,20361.46,59,2218,6,Pequeño,2,68834.1075414092
23,4,9358,72,28,28598.31,31,18185,2,Grande,2,37427.02
1554,4,13197,101,41,27510.39,39,7907,5,Median,1,61912.114596088
319,17,11047,72,34,25760.98,47,11177,4,Median,1,50675.5013311315
1150,18,9173,86,38,33492.02,56,17512,9,Median,3,69418.0514828992
1521,20,14560,97,48,32469.63,59,21500,4,Median,3,61882.8828471375
1184,17,10611,74,35,31970.28,57,34386,7,Median,2,42690.328557767
1530,10,11297,89,58,30115.17,29,24836,3,Median,3,52218.9478977762
1347,4,14009,108,47,25575.38,50,20199,3,Median,2,43719.3192847911
497,2,10476,87,29,18345.75,41,31355,4,Median,2,25502.6175483108
233,10,10485,85,38,29657.65,49,46260,2,Grande,1,55470.5767794218
821,4,9604,76,28,34365.13,18,25377,9,Median,3,27389.4351991552
1164,8,12310,102,57,39913.54,35,20041,6,Median,1,54928.2258254121
1430,8,9724,73,40,29647.63,40,38605,7,Grande,1,40585.3327368985
172,20,8057,71,28,24740.08,46,30785,9,Median,2,35216.6854362846
171,9,10986,72,39,18695.9,62,11844,6,Median,3,95986.7858191747
886,4,10190,80,33,38064.44,34,29610,7,Median,2,38401.4736016274
1482,15,1991,64,18,38907.84,58,22025,3,Median,1,63033.1033298795
665,9,10483,71,39,28385.92,41,8670,7,Pequeño,3,68842.6108064082
1745,20,10573,82,30,21224.45,44,5338,7,Pequeño,3,31844.2649801707
309,13,10452,66,30,31844.7,65,3044,8,Pequeño,3,74181.3854617818
460,10,14582,114,49,33561.9,40,63386,4,Grande,2,93249.5341410471
1660,8,11037,72,34,28981.94,42,12736,8,Pequeño,2,63686.2901023683
486,1,10707,75,37,26698.77,29,13163,1,Median,2,49127.8522042503
702,3,9888,74,31,21303.64,41,44992,4,Grande,1,34760.6012825191
541,22,10282,58,37,36731.18,50,22432,8,Median,3,56514.3593510069
12,1,8378,59,20,24912.46,28,30808,1,Grande,1,20979.5
494,20,14162,100,41,29768.49,61,37886,9,Grande,2,77759.0252246588
1408,13,9382,68,33,35429.33,59,38119,6,Grande,2,72777.2858008335
1902,10,10363,83,40,31273.33,32,18205,9,Median,2,50962.9332332751
243,19,12357,104,45,29756.21,61,9148,6,Pequeño,3,59401.8116519566
1445,3,13685,105,58,19763.17,36,62162,3,Grande,1,40632.7344914759
10,8,10309,105,45,38738.65,29,25819,1,Grande,3,51378
1010,11,9904,77,28,20867.13,36,12450,4,Median,3,41724.7949167703
1081,3,7400,65,20,36995.1,39,11667,9,Pequeño,3,43176.2471348908
789,1,9941,106,30,19694.61,18,64752,9,Grande,1,31357.2363672786
1921,1,10124,72,30,29171.6,42,26797,6,Median,2,25816.6012917239
450,17,7692,51,28,31888.71,65,18141,3,Median,2,57927.5514152546
1946,10,10833,76,28,33679.92,31,23293,1,Median,2,37011.8384438544
1265,14,11559,95,54,18064.44,62,36574,6,Grande,2,64739.3340359756
1501,17,10844,73,39,21527.5,56,13352,2,Median,1,48797.5733370062
1122,24,13609,113,53,36687.64,64,28830,8,Grande,1,66703.9536124865
927,7,9676,107,29,26554.82,35,14584,2,Median,2,47381.1849196311
700,12,9226,72,32,32273.07,68,11931,9,Pequeño,3,62787.1601311699
998,25,12322,112,53,39005.27,45,44593,2,Grande,2,57901.9694514751
1276,14,7745,72,20,34218.05,49,8453,7,Pequeño,2,46054.6487287538
1168,4,9649,68,32,19974.3,38,43605,3,Grande,2,16048.8924898278
1431,1,10017,55,31,32641.91,32,51180,9,Grande,2,44440.8248255004
797,1,12477,91,45,20871.49,40,5793,2,Pequeño,2,36811.2803375844
993,5,9013,51,27,21512.69,31,12443,6,Median,2,38729.2750146258
38,4,9887,92,32,30709.69,36,15893,3,Median,2,46250.72
1053,9,13610,110,41,38812.5,42,50077,8,Grande,2,86670.1793015167
1315,2,15232,114,56,36328.68,40,16793,9,Pequeño,2,68160.141442543
598,15,5968,61,20,18306.17,65,16936,3,Median,3,42783.0856190482
1776,7,10624,102,36,32802.01,38,16768,6,Median,2,58752.568466576
947,25,10185,108,34,22576.1,60,8416,6,Pequeño,3,61056.5784223786
899,23,11751,95,48,20486.01,60,49688,3,Grande,1,45767.1655991512
16,15,8565,80,25,26079.17,25,27157,1,Grande,3,32432.74
1992,4,11357,93,45,37132.46,42,17712,1,Median,2,49059.8217369082
1243,7,10859,69,28,27202.31,37,13729,6,Median,3,33984.2225771372
1254,3,10286,74,32,22891.49,33,42190,4,Grande,2,31177.2416994511
1028,21,9568,77,33,32887.84,43,69238,6,Grande,2,64305.719317092
611,19,10128,81,28,28936.76,43,12965,9,Pequeño,2,39356.8888955171
1273,5,10758,81,34,28386.94,37,9775,5,Pequeño,3,47204.3290451111
643,25,9748,78,33,19854.08,62,30151,2,Median,1,44230.1075030959
1893,24,10365,62,33,25257.54,45,37992,3,Median,1,45096.583013526
866,6,10412,77,28,37720.74,37,11510,6,Pequeño,2,61139.6951083189
1963,14,10086,54,36,38369.97,67,16432,7,Pequeño,2,75593.244304892
118,1,10260,99,26,24925.65,39,20420,5,Grande,2,38977.73
846,16,12061,105,48,27321.78,52,8136,3,Median,1,69152.0032222162
1443,1,11766,111,45,37206.11,37,14138,9,Pequeño,2,40186.3363132532
1107,21,9259,86,38,27276.93,53,9922,7,Pequeño,2,49191.7267394365
688,4,9410,73,35,25562.13,16,25793,8,Median,1,35629.7856189822
416,19,9630,79,36,31144.04,43,50090,8,Grande,2,50566.8255232173
1314,2,13758,108,42,23373.86,27,38861,6,Grande,1,46408.0890023966
1822,8,9911,86,33,35831.35,39,44657,6,Median,3,48499.1469798536
1308,4,13410,107,52,38189.1,33,14414,9,Median,1,62667.1263232043
1339,22,15188,113,55,20861.8,43,11322,3,Median,2,51179.6661663198
1058,20,10710,79,28,25035.78,60,30854,9,Median,2,42420.3840939953
313,18,14680,89,59,39880.53,65,24728,7,Grande,1,80853.6908695642
902,7,10841,76,31,36088.54,38,18185,6,Median,1,67372.3085800844
881,3,9271,73,38,36631.14,26,16512,9,Pequeño,3,53798.8043085677
921,16,10850,66,36,36039.73,66,5160,8,Median,1,72339.6399663848
1708,10,10345,110,31,21768.61,35,43579,3,Grande,1,53769.2169629563
178,10,10308,76,35,31145.33,40,28087,4,Grande,1,51866.7739832047
1715,3,10733,55,29,33110.99,21,4944,1,Pequeño,3,19838.7800141045
58,7,10843,66,36,29982.77,32,24308,5,Grande,1,40581.52
1389,25,13582,95,58,37160.45,57,19092,8,Median,3,73221.7712072517
491,5,10649,87,33,39699.3,36,33167,7,Grande,1,77592.3147330997
1645,19,14119,111,59,39176.4,59,9544,6,Median,2,68795.0224301768
853,3,9233,79,36,38331.19,36,6928,2,Pequeño,3,39110.7822769744
1519,11,14192,94,42,33070.88,49,9454,1,Pequeño,2,84401.2597710721
747,13,13955,91,48,21859.08,49,25877,8,Median,3,53374.4221796887
196,25,10487,86,39,35158.02,47,11278,5,Median,3,75896.23261367
317,25,9201,86,32,38134.91,49,65674,1,Grande,2,41097.7652244341
1446,8,14622,107,55,24057.73,28,19304,3,Median,2,65035.6624873442
126,8,10685,110,33,19771.2,33,14314,8,Median,2,48302.6045996327
1266,25,11140,80,37,23558.05,44,10847,8,Pequeño,3,35842.6797139575
1693,20,12123,103,55,19654.41,51,11727,8,Pequeño,3,46967.0290108115
515,13,10578,84,40,22391.94,68,30806,3,Grande,1,62216.729203719
872,17,10572,70,36,24501.84,46,36164,7,Median,1,39184.9992052153
75,6,11022,72,41,22690.31,41,18552,7,Pequeño,3,41637.65
626,6,10552,53,29,20466.5,36,69219,4,Grande,2,49456.8956010249
219,5,10457,73,35,25080.1,40,12409,3,Median,3,43566.5676108786
708,15,9257,88,32,38317.95,43,9259,2,Pequeño,3,65200.0137331759
1174,15,9435,81,31,21835.4,59,16795,7,Grande,1,42307.5626682719
1742,14,10849,81,29,23563.74,56,12621,9,Median,1,52546.467350765
1954,7,10313,81,28,29393.48,40,54673,5,Grande,2,63374.1867983663
1195,7,4466,60,28,25528.04,53,12073,7,Median,3,36659.06863311
1506,24,14709,113,58,25300.03,43,9014,3,Pequeño,3,58769.6549769124
692,9,12681,105,59,36358.83,28,60920,7,Grande,1,59190.9918092497
1036,15,10267,82,29,37972.53,65,88044,2,Grande,1,73069.9930915708
1552,7,10096,81,36,20492.11,43,46778,4,Grande,2,39383.3645254005
1593,12,2136,71,27,27299.07,44,14265,4,Median,3,37507.1484107884
534,2,11119,86,33,38844.41,42,16086,3,Pequeño,3,48430.9828077494
62,4,13194,102,54,30816.16,50,18477,5,Grande,2,63823.61
1317,3,10215,52,33,23827.18,40,12675,3,Median,1,37015.7107863253
1488,19,11080,105,38,18794.64,64,56343,9,Grande,2,47182.5438700647
70,5,11626,69,39,30864.11,40,20715,6,Pequeño,1,28526.25
638,10,5838,54,27,21534.17,48,19745,3,Median,3,34089.7199383385
929,9,10079,76,35,34643.26,43,11660,4,Median,2,51798.36641509
304,11,10485,100,35,18540.67,38,8456,5,Grande,2,43005.4571374293
1176,8,12350,92,57,39994.42,58,7528,8,Pequeño,2,75921.6015671006
941,11,12966,99,51,21586.01,34,27113,8,Median,1,44178.1643465909
1932,7,9343,72,40,39575.91,29,5234,8,Median,1,49711.9807933348
1550,12,10763,87,38,29554.54,58,22869,8,Grande,1,57860.5370723434
1892,8,9658,77,38,26355.88,35,9293,5,Pequeño,3,42370.8599064444
517,21,11110,83,29,24881.23,61,39320,5,Grande,2,47158.6884146778
1390,7,3568,68,27,24457.16,66,24605,1,Grande,2,53086.5199735464
1007,5,10667,97,36,26492.79,49,16429,5,Median,3,56173.0834714433
95,22,11706,80,49,29071.06,46,16962,9,Grande,2,48329.36
833,5,10007,83,30,24587.21,61,5423,8,Pequeño,2,57447.0130536565
1116,4,10028,82,38,24206.15,39,6926,6,Pequeño,3,30666.2589429848
1925,10,13625,104,59,20449.1,33,59881,1,Grande,2,45943.7101279963
325,2,10848,64,32,25185.26,28,11254,7,Pequeño,2,33884.8620998611
950,12,5685,72,19,23065.53,57,27765,1,Median,1,86821.3519695454
1697,9,5872,65,18,21427.35,47,12322,2,Median,2,38037.245545154
557,20,10777,74,38,26402.97,55,42097,4,Grande,1,47408.6325583818
1425,12,7650,71,23,29192.71,60,3450,6,Pequeño,2,63273.725018914
79,12,13666,91,52,34843.65,54,17745,8,Median,2,69112.81
33,4,9435,71,17,29231.36,28,20926,2,Grande,3,35220.07
479,17,10572,92,40,19120.37,45,16449,5,Median,2,48957.6908684143
1165,2,14967,98,57,21536.6,33,20481,4,Grande,2,54757.7521675188
1775,6,9600,74,39,18414.6,43,22457,5,Median,2,45236.4859408089
1762,21,9559,114,35,25751.89,68,18074,8,Grande,2,39758.2620609802
744,20,11219,101,42,21112.05,58,38433,3,Grande,1,46158.9111463708
81,2,10882,81,36,27434.75,35,17901,8,Median,2,24421.91
1439,19,9655,63,38,29916.39,64,4533,2,Pequeño,2,52964.1791002266
415,19,9948,84,39,29753.23,53,16334,4,Median,2,44720.3419169773
1774,10,9175,99,28,39849.75,40,8686,1,Pequeño,2,54681.7806940217
1367,25,11143,61,31,22825.68,52,9454,6,Pequeño,3,45287.8334427231
911,9,14645,94,58,24572.48,31,13166,2,Grande,1,49296.111939059
725,4,10922,110,37,34055.49,35,16093,1,Grande,2,40312.74797991
297,23,11318,90,44,25667.58,62,35787,9,Grande,2,69687.8642641742
1433,24,10120,77,37,29052.93,46,20100,1,Median,3,47467.4615809686
120,4,10315,75,47,29868.8,39,20477,5,Grande,2,26802.52
882,12,10369,75,39,36215.39,52,9989,7,Pequeño,2,64141.7873549054
995,4,10702,73,36,29068.1,48,10635,8,Pequeño,3,39197.237954334
106,6,10363,80,45,31244.64,38,23417,5,Grande,1,38327.12
1700,13,13249,97,50,35695.28,59,11554,3,Pequeño,2,78708.7052991143
1698,1,10080,58,29,21353.35,22,6422,6,Pequeño,3,10518.7417813268
44,4,10378,79,33,30507.91,37,17511,3,Median,1,53541.03
514,2,4303,64,25,28408.49,42,14398,4,Median,1,25881.310802516
1684,6,3709,66,24,29410.92,37,25212,6,Median,2,31069.3228671012
1029,10,9721,83,34,25229.41,43,38262,8,Median,1,46347.43087105
1568,24,9453,76,38,27903.48,43,18865,3,Pequeño,3,37420.8411062972
1808,14,9871,79,31,27292.27,60,5748,9,Pequeño,2,63564.5157919146
354,14,9215,57,29,26125.59,58,22762,1,Median,3,69925.6670182983
1747,10,1671,63,22,25304.28,40,14539,1,Median,3,20894.8107044344
1271,6,10400,84,36,22479.22,33,6417,5,Pequeño,3,32032.3386147468
1980,5,10284,79,28,32308.14,54,31914,8,Median,1,75805.3199752255
1387,18,10754,83,32,39422.46,67,12546,5,Pequeño,3,56298.2971434372
1206,4,10763,76,30,32089.26,43,18466,5,Median,3,58597.7524253679
884,15,10471,103,29,31484.24,46,48649,9,Grande,1,63751.9174605702
1561,6,9706,72,32,22892.02,37,29872,6,Grande,1,46010.1415778523
1005,12,11262,107,42,34109.87,66,42938,7,Grande,2,95983.853072022
393,13,10948,97,38,28789.02,55,7647,8,Pequeño,3,65970.4587045094
26,1,9109,58,33,29144.26,24,21523,2,Grande,2,34389.18
1336,4,12234,101,46,21861.05,37,17948,8,Grande,1,37589.1568771749
187,22,14153,94,44,31992.55,56,7097,2,Pequeño,3,87471.8221828987
1019,3,9437,79,39,20684.43,18,17950,3,Median,2,29044.867097533
722,18,12175,99,41,21692.65,67,50359,8,Grande,1,76035.2458863567
1127,20,11239,111,53,26523.46,45,21054,2,Median,1,46481.4944711628
746,22,9373,96,33,23968.98,67,26997,7,Median,2,56128.501769103
1584,23,10158,82,34,29458.08,44,12254,3,Pequeño,2,57964.8212148177
448,14,1849,72,27,18473.35,47,58085,5,Grande,2,72290.0757485489
424,21,7997,60,19,39144.38,57,11076,2,Pequeño,2,44555.029477245
170,11,9250,81,29,27622.05,34,11497,1,Median,3,59769.4333928722
1567,1,9868,94,34,34156.47,35,35022,1,Grande,1,26388.3841042776
1069,10,9705,100,28,27871.41,32,81419,3,Grande,2,38963.2853989412
1384,4,10617,97,38,20017.46,30,4427,7,Pequeño,3,22411.5059668053
47,3,9705,82,33,28299.6,35,18110,4,Pequeño,2,44413.45
1496,17,11104,88,36,35532.73,59,39682,3,Grande,1,72714.3933944789
1532,6,11145,75,39,31007.9,42,18488,1,Median,3,48986.4123058745
1494,22,12225,93,47,23179.97,67,39544,3,Grande,2,61008.123278458
892,9,10957,86,29,19734.26,66,14092,9,Median,3,61975.3311918149
34,3,9069,52,36,27821.67,31,20134,3,Median,1,36778.06
831,11,10481,82,29,19441.69,55,23550,6,Grande,1,46959.5160100824
1241,21,14043,105,49,21126.76,68,28923,4,Grande,1,63544.9193455383
895,20,10078,66,39,29544.43,61,11610,2,Median,1,48154.4879767985
1217,7,10638,73,34,26482.71,31,65464,4,Grande,1,51544.815506634
1985,1,13187,112,52,27394.72,32,5442,7,Pequeño,2,53480.5942530554
1853,4,12443,95,48,22197.82,16,8119,7,Pequeño,2,44071.7963097445
620,18,10775,72,36,23611.05,64,6503,2,Pequeño,3,56127.8281819258
225,4,12662,111,45,38223.95,28,3171,1,Pequeño,2,74882.8025924631
1382,25,9307,73,35,32968.62,67,10707,8,Median,3,55398.3412985184
51,7,9598,72,37,27092.93,31,23266,5,Grande,3,22513.18
1393,25,11223,103,42,27367.47,64,5304,1,Pequeño,3,61505.6424519023
961,9,15175,110,47,35761.41,32,70503,9,Grande,2,58829.5413488776
610,1,9601,80,29,34491.78,22,9562,1,Pequeño,2,30778.1912817151
1541,4,12417,112,47,22988.66,30,8398,9,Pequeño,2,46504.4536623332
337,4,8222,52,17,27008,30,62271,2,Grande,2,16241.9950704142
1754,9,13832,100,56,38697.31,36,14879,5,Median,1,103903.018075402
1175,4,9334,69,32,24705.91,30,42550,4,Median,3,28575.6383337418
1622,1,8817,71,21,28459.17,27,19946,2,Pequeño,3,11990.5691778251
190,4,9379,80,38,30247.48,20,5665,6,Pequeño,2,47867.8512020767
841,25,10272,73,33,35977.72,62,64297,4,Grande,2,54039.1726769113
1716,2,12984,112,44,24121.65,33,3613,5,Pequeño,3,52205.2518480543
97,10,12781,83,49,29911.68,54,15808,9,Grande,2,57791.14
843,8,1344,67,23,19062.99,30,11615,9,Median,3,5780.64645432196
1275,24,14529,105,55,39050.54,62,40833,9,Grande,1,95872.1444245248
1625,8,14513,112,44,29749.82,43,24664,2,Median,1,55643.2885738589
149,15,10215,73,32,21548.88,54,18464,3,Grande,2,38120.8359005513
625,1,6081,58,19,25640.32,28,19228,6,Pequeño,2,21918.14136694
1073,11,8690,68,18,29539.92,55,7744,7,Pequeño,2,69363.0579562764
1323,23,9222,81,34,19108.63,47,38266,3,Grande,2,29030.5123608853
759,12,14403,92,44,31104.74,49,19201,6,Median,2,74261.327776542
1450,1,10186,82,39,30510.97,32,61395,8,Grande,2,30227.9163783472
1509,5,9625,81,29,35041.19,43,20203,6,Median,2,66171.9337687855
5,5,7847,87,30,27210.61,23,25982,1,Grande,3,29647.57
260,3,12882,103,52,33886.59,33,10487,4,Median,2,70345.7268797705
1894,24,7570,59,18,22080.51,47,50364,1,Median,2,28516.1416388973
89,6,11168,78,39,21447.37,50,15768,9,Grande,3,52061.74
839,10,10210,72,36,32343.11,39,44979,1,Grande,1,48433.9809292685
49,17,10239,92,29,32450.62,40,20866,4,Pequeño,3,49281.79
1617,3,10322,75,36,35202.65,35,11683,1,Pequeño,2,43554.4220684303
1641,1,11410,97,52,30894.07,31,9571,6,Median,3,55179.4815097496
1915,17,15156,104,49,20732.47,62,34650,3,Median,2,54505.9367236613
684,9,6266,62,26,30338.37,28,28382,1,Grande,2,47931.686234402
1375,9,10753,85,32,21478.83,33,13827,8,Pequeño,3,36564.634080241
966,2,10727,73,39,19429.66,33,6624,7,Pequeño,2,28989.5295067372
1884,10,10955,108,37,27476.59,30,21359,1,Median,3,44597.265665271
823,9,15063,112,49,22835.07,43,66890,3,Grande,1,66471.2870720097
1556,25,10037,104,40,24730.68,51,17289,4,Pequeño,2,52884.9040340438
1100,13,8475,53,27,23746.36,67,16709,9,Median,1,49605.8485707455
464,13,13769,103,52,38673.61,53,35928,4,Median,3,70885.8365046702
1094,25,14337,100,56,29786.84,59,26523,7,Median,2,61675.3797951164
145,11,10666,83,32,35167.59,32,9235,8,Pequeño,2,67072.928749919
1287,20,14782,94,44,39586.32,68,23991,5,Grande,2,73791.6235807094
907,5,13061,99,49,38560.63,42,81226,7,Grande,2,75800.5070107037
650,4,9948,86,28,35720.84,33,21021,2,Median,2,52881.7012139592
1913,3,10972,97,29,28470.87,40,23513,1,Grande,2,30439.3515932118
1674,18,10483,82,29,19957.35,57,5861,6,Pequeño,3,53969.6162135817
752,15,9746,72,30,33061.99,51,51222,6,Grande,1,39666.419940853
840,20,11562,90,57,30308.04,43,13392,1,Median,3,48021.9213083755
791,1,9418,72,33,22272.45,36,33151,3,Grande,2,19625.5115795415
795,11,9904,68,37,20577.21,28,7734,7,Pequeño,2,26805.6137678785
606,5,10720,72,30,30669.89,30,6666,7,Pequeño,3,65840.2095018534
707,9,1538,60,28,24135.52,42,13933,6,Median,1,21384.0026457802
1250,17,9171,84,40,39536.49,54,18084,8,Median,1,60491.4260185254
1475,4,14209,94,49,25583.34,31,26234,5,Grande,1,57272.5215890698
6,25,7881,79,28,26632.96,22,25036,1,Grande,2,31141.51
1710,14,3811,57,27,28142.9,64,6738,6,Pequeño,2,51082.1495949276
635,10,12006,109,42,20244.61,43,17611,5,Median,3,63895.496437899
384,18,4797,67,20,39548.29,54,9919,5,Pequeño,2,45624.077659008
241,6,9293,82,37,22260.74,42,11526,8,Pequeño,3,51470.8615115405
944,14,11178,81,35,31369.84,44,10058,4,Median,2,48528.7378144471
1108,4,10546,81,39,37347.75,28,6272,9,Pequeño,2,44349.3373493923
1773,15,9284,85,36,21354.27,51,11458,3,Median,2,42482.1279743703
690,21,12679,108,45,25187.11,57,21729,2,Median,3,57665.0988309182
1887,19,11759,97,53,18404.27,64,6466,5,Pequeño,2,57755.4429573123
621,25,10112,51,30,21329.6,64,4412,1,Pequeño,3,43420.6950460874
1658,4,12205,104,52,30309.49,35,7765,9,Pequeño,3,48678.039879994
706,3,9793,51,34,31011.67,40,19721,6,Median,1,39298.3203732197
570,2,15030,103,48,27952.03,30,29606,8,Median,1,63833.5230883698
61,17,10413,82,33,32400.11,42,20520,5,Grande,2,50375.31
1654,21,9675,85,38,18331.76,54,2641,3,Pequeño,2,32638.0756103958
