,carat,cut,color,clarity,depth,table,price,x,y,z,CutBin
34312,0.43,Very Good,E,SI2,63.4,57,858,4.82,4.77,3.04,B
34313,0.43,Good,E,SI2,63.6,55,858,4.83,4.8,3.06,A
34314,0.43,Very Good,D,SI2,63.4,57,858,4.81,4.78,3.04,B
34315,0.43,Very Good,D,SI2,63.3,57,858,4.82,4.79,3.04,B
34316,0.43,Very Good,D,SI2,63.1,59,858,4.81,4.8,3.03,B
34317,0.31,Very Good,F,VVS1,61.4,56,859,4.37,4.4,2.69,B
34318,0.33,Very Good,F,VVS1,62,56,859,4.41,4.44,2.74,B
34319,0.46,Very Good,F,SI2,61.6,55,859,4.98,5.02,3.08,B
34320,0.35,Very Good,G,VVS1,61.8,57,859,4.5,4.53,2.79,B
34321,0.35,Ideal,H,IF,61.7,54,859,4.53,4.55,2.8,A
34322,0.36,Premium,E,VVS2,61.7,59,859,4.52,4.56,2.8,B
34323,0.4,Ideal,G,VS2,62.1,58,859,4.68,4.72,2.92,A
34324,0.32,Ideal,E,VVS1,60.7,55,860,4.42,4.45,2.69,A
34325,0.39,Premium,F,SI1,61.3,62,860,4.71,4.68,2.88,B
34326,0.39,Premium,E,SI1,59.1,59,860,4.81,4.76,2.83,B
34327,0.4,Very Good,G,VS1,62.9,54.8,861,4.71,4.76,2.98,B
34328,0.48,Ideal,J,VS1,62.2,54,861,5.01,5.06,3.13,A
34329,0.33,Ideal,G,IF,62.7,56,861,4.39,4.44,2.77,A
34330,0.41,Ideal,G,SI1,62.2,56,861,4.77,4.75,2.96,A
34331,0.41,Very Good,G,SI1,63.4,57,861,4.73,4.7,2.99,B
34332,0.41,Premium,G,SI1,62.8,58,861,4.74,4.72,2.97,B
34333,0.3,Very Good,E,VVS1,62.1,57,862,4.27,4.3,2.66,B
34334,0.3,Very Good,E,VVS1,62.6,56,862,4.26,4.27,2.67,B
34335,0.3,Very Good,E,VVS1,60.5,57,862,4.37,4.39,2.65,B
34336,0.42,Ideal,I,VVS2,62.8,54,862,4.78,4.8,3.01,A
34337,0.3,Ideal,E,VVS1,62.2,57,862,4.28,4.31,2.67,A
34338,0.3,Ideal,E,VVS1,61.2,57,862,4.32,4.34,2.65,A
34339,0.3,Ideal,E,VVS1,62.5,57,862,4.27,4.3,2.68,A
34340,0.3,Ideal,E,VVS1,62.1,57,862,4.27,4.29,2.66,A
34341,0.3,Ideal,E,VVS1,62,58,862,4.28,4.3,2.66,A
34342,0.3,Ideal,E,VVS1,62.1,57,862,4.27,4.3,2.66,A
34343,0.3,Ideal,E,VVS1,62.5,56,862,4.28,4.3,2.68,A
34344,0.3,Ideal,E,VVS1,62.3,55,862,4.31,4.32,2.69,A
34345,0.3,Ideal,E,VVS1,61.7,58,862,4.28,4.31,2.65,A
34346,0.39,Ideal,F,VS2,59.2,58,862,4.78,4.81,2.84,A
34347,0.36,Ideal,F,VS1,60.1,56,862,4.65,4.69,2.8,A
34348,0.32,Ideal,D,VS1,61.5,56,862,4.41,4.43,2.72,A
34349,0.35,Ideal,D,VS1,60.1,57,862,4.58,4.61,2.76,A
34350,0.33,Ideal,I,IF,61.2,56,862,4.46,4.49,2.74,A
34351,0.42,Premium,D,SI2,62,59,862,4.83,4.78,2.98,B
34352,0.34,Premium,H,VVS1,61.2,58,862,4.51,4.48,2.75,B
34353,0.31,Ideal,D,VS1,62,57,863,4.35,4.33,2.69,A
34354,0.43,Very Good,G,VS2,62.9,56,863,4.77,4.8,3.01,B
34355,0.37,Very Good,F,VS1,58.6,65,863,4.68,4.71,2.75,B
34356,0.3,Very Good,D,VS1,60.1,55,863,4.37,4.4,2.63,B
34357,0.3,Very Good,D,VS1,62,55,863,4.31,4.35,2.68,B
34358,0.3,Very Good,G,IF,62.6,56,863,4.27,4.29,2.68,B
34359,0.41,Very Good,F,VS2,62.8,57,863,4.73,4.76,2.98,B
34360,0.41,Good,F,VS2,63.2,57,863,4.74,4.76,3,A
34361,0.41,Ideal,F,VS2,62.6,57,863,4.76,4.79,2.99,A
34362,0.41,Ideal,F,VS2,61,57,863,4.76,4.81,2.92,A
34363,0.41,Premium,F,VS2,60.3,58,863,4.8,4.85,2.91,B
34364,0.41,Very Good,I,VVS1,62,56,863,4.75,4.77,2.95,B
34365,0.41,Ideal,F,VS2,61.1,56,863,4.8,4.83,2.94,A
34366,0.41,Ideal,E,VS1,62.3,53,863,4.74,4.76,2.96,A
34367,0.41,Premium,F,VS2,61.6,59,863,4.74,4.77,2.93,B
34368,0.41,Premium,F,VS2,61.3,58,863,4.79,4.84,2.95,B
34369,0.41,Ideal,F,VS2,62.7,57,863,4.73,4.78,2.98,A
34370,0.41,Ideal,F,VS2,62.3,57,863,4.75,4.78,2.97,A
34371,0.41,Ideal,F,VS2,60.8,56,863,4.8,4.81,2.92,A
34372,0.41,Ideal,F,VS2,60,56,863,4.82,4.88,2.91,A
34373,0.41,Very Good,F,VS2,62.4,56,863,4.75,4.77,2.97,B
34374,0.41,Ideal,F,VS2,61.8,57,863,4.75,4.79,2.95,A
34375,0.41,Ideal,F,VS2,61.9,56,863,4.74,4.76,2.94,A
34376,0.41,Ideal,F,VS2,62.1,56,863,4.74,4.79,2.96,A
34377,0.41,Very Good,F,VS2,62.6,58,863,4.75,4.81,2.99,B
34378,0.41,Ideal,F,VS2,61.4,55,863,4.78,4.83,2.95,A
34379,0.41,Ideal,I,VVS1,61.8,55,863,4.76,4.79,2.95,A
34380,0.41,Premium,I,VVS1,61.5,59,863,4.75,4.81,2.94,B
34381,0.41,Very Good,I,VVS1,59.8,61,863,4.79,4.84,2.88,B
34382,0.41,Very Good,I,VVS1,61.9,57,863,4.78,4.82,2.97,B
34383,0.41,Very Good,F,VS2,61.1,56,863,4.79,4.84,2.94,B
34384,0.41,Ideal,I,VVS1,61.3,56,863,4.8,4.85,2.96,A
34385,0.41,Ideal,F,VS2,62.7,56,863,4.72,4.78,2.98,A
34386,0.41,Very Good,F,VS2,62.6,57,863,4.71,4.74,2.96,B
34387,0.41,Premium,F,VS2,60.3,60,863,4.81,4.84,2.91,B
34388,0.41,Ideal,F,VS2,61.8,56,863,4.76,4.79,2.95,A
34389,0.41,Ideal,F,VS2,60.9,57,863,4.74,4.78,2.9,A
34390,0.41,Ideal,F,VS2,61.8,56,863,4.78,4.8,2.96,A
34391,0.41,Ideal,F,VS2,61.8,57,863,4.73,4.78,2.94,A
34392,0.41,Very Good,F,VS2,62.8,58,863,4.69,4.73,2.96,B
34393,0.34,Ideal,G,VVS1,61.3,55,863,4.54,4.56,2.79,A
34394,0.34,Ideal,G,VVS1,61.9,54,863,4.49,4.52,2.79,A
34395,0.34,Ideal,G,VVS1,62.1,53,863,4.49,4.53,2.8,A
34396,0.34,Ideal,G,VVS1,61.7,56,863,4.5,4.55,2.79,A
34397,0.3,Ideal,F,VVS1,60.5,56,863,4.34,4.45,2.66,A
34398,0.31,Ideal,E,VVS1,61.1,56,863,4.36,4.38,2.67,A
34399,0.36,Ideal,E,VS1,62,54.2,863,4.55,4.58,2.83,A
34400,0.34,Ideal,H,IF,61.6,54,863,4.49,4.53,2.78,A
34401,0.34,Ideal,H,IF,61.9,53,863,4.5,4.52,2.79,A
34402,0.34,Ideal,H,IF,61.7,56,863,4.5,4.51,2.78,A
34403,0.34,Ideal,H,IF,62,53,863,4.49,4.51,2.79,A
34404,0.34,Ideal,H,IF,61.8,54,863,4.51,4.55,2.8,A
34405,0.34,Ideal,H,IF,61.7,55,863,4.5,4.54,2.79,A
34406,0.3,Ideal,G,IF,61.5,55,863,4.33,4.35,2.67,A
34407,0.3,Ideal,G,IF,61.6,53,863,4.32,4.35,2.67,A
34408,0.3,Ideal,G,IF,61.3,55,863,4.33,4.35,2.66,A
34409,0.3,Ideal,G,IF,62.1,55,863,4.32,4.35,2.69,A
34410,0.3,Ideal,G,IF,62.4,55,863,4.32,4.34,2.7,A
34411,0.3,Ideal,G,IF,62.3,56,863,4.31,4.32,2.69,A
34412,0.3,Ideal,G,IF,61.9,57,863,4.27,4.29,2.65,A
34413,0.3,Ideal,G,IF,62.4,54,863,4.31,4.34,2.7,A
34414,0.3,Ideal,G,IF,60.7,57,863,4.34,4.39,2.65,A
34415,0.3,Ideal,G,IF,62,55,863,4.33,4.35,2.69,A
34416,0.3,Ideal,G,IF,61.2,57,863,4.35,4.38,2.67,A
34417,0.3,Ideal,G,IF,62,54,863,4.33,4.35,2.69,A
34418,0.3,Ideal,G,IF,62.1,55,863,4.32,4.34,2.69,A
34419,0.3,Ideal,G,IF,60.9,58,863,4.32,4.35,2.64,A
34420,0.3,Ideal,G,IF,61.6,56,863,4.34,4.36,2.68,A
34421,0.3,Ideal,G,IF,61.8,55,863,4.32,4.36,2.68,A
34422,0.3,Ideal,G,IF,62.3,54,863,4.32,4.35,2.7,A
34423,0.3,Ideal,G,IF,62.1,55,863,4.32,4.35,2.69,A
34424,0.3,Ideal,G,IF,60.9,56,863,4.34,4.36,2.65,A
34425,0.3,Ideal,G,IF,61.5,56,863,4.32,4.36,2.67,A
34426,0.3,Ideal,G,IF,62.1,54,863,4.3,4.33,2.68,A
34427,0.3,Ideal,G,IF,62.3,56,863,4.29,4.32,2.68,A
34428,0.3,Ideal,G,IF,61.4,57,863,4.3,4.33,2.65,A
34429,0.3,Ideal,G,IF,62.2,55,863,4.31,4.34,2.69,A
34430,0.3,Ideal,G,IF,60.9,57,863,4.35,4.39,2.66,A
34431,0.3,Ideal,G,IF,62.1,53,863,4.3,4.33,2.68,A
34432,0.3,Ideal,G,IF,62.5,54,863,4.31,4.33,2.7,A
34433,0.3,Ideal,G,IF,62.3,55,863,4.3,4.33,2.69,A
34434,0.3,Ideal,G,IF,61.9,55,863,4.33,4.36,2.69,A
34435,0.3,Ideal,G,IF,61,57,863,4.31,4.34,2.64,A
34436,0.3,Ideal,G,IF,62.1,57,863,4.27,4.29,2.66,A
34437,0.5,Premium,G,SI2,62.4,61,863,5.02,4.98,3.12,B
34438,0.46,Premium,I,SI2,61,58,863,5.03,4.97,3.05,B
34439,0.36,Ideal,E,VS2,61.1,57,864,4.61,4.56,2.8,A
34440,0.32,Ideal,E,VVS2,62.4,56,864,4.39,4.43,2.75,A
34441,0.32,Ideal,E,VVS2,61.5,55,864,4.41,4.44,2.72,A
34442,0.31,Ideal,E,VVS2,60.9,55,864,4.42,4.45,2.7,A
34443,0.31,Ideal,E,VVS2,61.3,55,864,4.34,4.37,2.67,A
34444,0.31,Ideal,E,VVS2,62,54,864,4.38,4.39,2.72,A
34445,0.31,Ideal,E,VVS2,61.1,56,864,4.38,4.39,2.68,A
34446,0.31,Ideal,E,VVS2,60.2,57,864,4.39,4.41,2.65,A
34447,0.31,Ideal,E,VVS2,62,54,864,4.33,4.35,2.69,A
34448,0.31,Ideal,E,VVS2,61.8,54,864,4.34,4.36,2.69,A
34449,0.46,Ideal,G,SI2,62.2,53,864,4.95,4.98,3.09,A
34450,0.4,Premium,G,SI1,61.7,61,864,4.68,4.63,2.87,B
34451,0.32,Premium,I,IF,60.3,58,864,4.45,4.41,2.67,B
34452,0.32,Ideal,I,IF,60.8,54,864,4.47,4.44,2.71,A
34453,0.32,Premium,I,IF,61.9,59,864,4.39,4.37,2.71,B
34454,0.32,Ideal,I,IF,62.2,57,864,4.37,4.35,2.71,A
34455,0.4,Premium,F,SI2,59.6,58,864,4.85,4.81,2.88,B
34456,0.36,Very Good,H,IF,62.3,56,865,4.55,4.58,2.85,B
34457,0.36,Very Good,H,IF,61.6,56,865,4.57,4.62,2.83,B
34458,0.36,Very Good,H,IF,60.8,57,865,4.58,4.6,2.79,B
34459,0.34,Ideal,D,VS1,60.9,56,865,4.51,4.56,2.76,A
34460,0.42,Ideal,I,VVS1,60.5,57,865,4.84,4.88,2.94,A
34461,0.31,Ideal,E,VVS1,61.1,56,865,4.38,4.42,2.69,A
34462,0.31,Ideal,E,VVS1,61.5,56,865,4.36,4.39,2.69,A
34463,0.31,Ideal,E,VVS1,61.4,55,865,4.35,4.38,2.68,A
34464,0.31,Ideal,E,VVS1,61.3,56,865,4.38,4.4,2.69,A
34465,0.31,Ideal,E,VVS1,60.2,61,865,4.4,4.43,2.66,A
34466,0.38,Ideal,F,VS1,61.3,56,865,4.67,4.7,2.87,A
34467,0.38,Ideal,F,VS1,62,54,865,4.65,4.68,2.89,A
34468,0.39,Ideal,I,IF,60.8,56,865,4.73,4.75,2.88,A
34469,0.41,Very Good,E,VS2,59.7,58,866,4.79,4.82,2.87,B
34470,0.38,Ideal,E,VS1,62.2,55,866,4.63,4.67,2.89,A
34471,0.3,Ideal,D,VVS1,62.2,57,866,4.3,4.35,2.69,A
34472,0.38,Very Good,E,VS2,59.2,60,866,4.73,4.77,2.81,B
34473,0.38,Very Good,E,VS2,60.3,58,866,4.67,4.72,2.83,B
34474,0.38,Premium,E,VS2,62.2,59,866,4.63,4.67,2.89,B
34475,0.38,Ideal,E,VS2,61.7,55,866,4.66,4.68,2.88,A
34476,0.38,Very Good,E,VS2,60.5,58,866,4.66,4.7,2.83,B
34477,0.38,Ideal,E,VS2,60.1,56,866,4.69,4.72,2.83,A
34478,0.38,Premium,E,VS2,61.8,58,866,4.61,4.64,2.86,B
34479,0.38,Very Good,E,VS2,60.5,62,866,4.65,4.74,2.84,B
34480,0.39,Ideal,G,SI1,60.5,56,866,4.77,4.79,2.89,A
34481,0.33,Premium,E,VS2,60.6,58,866,4.49,4.45,2.71,B
34482,0.4,Very Good,F,VS2,63.6,56,867,4.66,4.68,2.97,B
34483,0.43,Premium,G,VS2,60.8,59,867,4.86,4.91,2.97,B
34484,0.43,Very Good,G,VS2,62.9,59,867,4.78,4.83,3.02,B
34485,0.43,Very Good,G,VS2,59.1,60,867,4.88,4.93,2.9,B
34486,0.43,Premium,H,VS1,62.3,58,867,4.75,4.81,2.98,B
34487,0.43,Premium,G,VS2,61.1,59,867,4.83,4.86,2.96,B
34488,0.43,Premium,G,VS2,61.2,58,867,4.84,4.9,2.98,B
34489,0.43,Premium,G,VS2,61.3,58,867,4.83,4.86,2.97,B
34490,0.43,Premium,H,VS1,60,59,867,4.86,4.98,2.95,B
34491,0.43,Premium,G,VS2,62.3,58,867,4.81,4.85,3.01,B
34492,0.43,Premium,G,VS2,61.1,58,867,4.84,4.88,2.97,B
34493,0.32,Ideal,D,VVS2,61.3,55,867,4.4,4.44,2.71,A
34494,0.32,Ideal,D,VVS2,62,55,867,4.39,4.41,2.73,A
34495,0.32,Ideal,F,VVS1,61.5,56,867,4.41,4.43,2.72,A
34496,0.32,Ideal,F,VVS1,61.7,55,867,4.42,4.46,2.74,A
34497,0.32,Ideal,F,VVS1,61.7,55,867,4.38,4.43,2.72,A
34498,0.32,Ideal,F,VVS1,60.6,56,867,4.46,4.48,2.71,A
34499,0.32,Ideal,F,VVS1,62,56,867,4.37,4.41,2.72,A
34500,0.4,Ideal,F,VS2,61,62,867,4.71,4.74,2.88,A
34501,0.42,Good,I,VVS1,59.2,61,867,4.88,4.91,2.9,A
34502,0.47,Premium,J,SI2,61.9,59,867,4.99,4.96,3.08,B
34503,0.4,Very Good,G,VVS2,60.6,59,868,4.74,4.8,2.89,B
34504,0.4,Very Good,G,VVS2,63.2,55,868,4.72,4.74,2.99,B
34505,0.4,Very Good,D,VS2,60.8,59,868,4.71,4.77,2.88,B
34506,0.4,Very Good,G,VS1,61.5,58,868,4.72,4.74,2.91,B
34507,0.4,Very Good,F,VS1,60.4,58,868,4.75,4.79,2.88,B
34508,0.4,Ideal,H,VVS2,61.1,55,868,4.75,4.78,2.91,A
34509,0.33,Premium,H,IF,62,58,868,4.39,4.42,2.73,B
34510,0.33,Ideal,G,VVS1,62.3,55,868,4.43,4.46,2.77,A
34511,0.33,Premium,G,VVS1,60.9,60,868,4.46,4.5,2.73,B
34512,0.33,Ideal,E,VVS2,61.2,57,868,4.45,4.47,2.73,A
34513,0.33,Very Good,H,IF,60.3,59,868,4.47,4.49,2.7,B
34514,0.33,Premium,G,VVS1,60.4,59,868,4.44,4.47,2.69,B
34515,0.3,Premium,F,VVS1,62,59,868,4.24,4.28,2.64,B
34516,0.33,Ideal,G,VVS1,61.7,54,868,4.47,4.48,2.76,A
34517,0.33,Ideal,H,IF,61.9,55,868,4.42,4.44,2.74,A
34518,0.33,Ideal,G,VVS1,62,56,868,4.45,4.48,2.77,A
34519,0.3,Ideal,F,VVS1,62.4,56,868,4.28,4.31,2.68,A
34520,0.33,Premium,E,VVS2,60.3,58,868,4.47,4.49,2.7,B
34521,0.33,Premium,G,VVS1,62.1,58,868,4.4,4.43,2.74,B
34522,0.33,Premium,H,IF,61.8,60,868,4.4,4.44,2.73,B
34523,0.33,Premium,G,VVS1,61.9,59,868,4.38,4.41,2.72,B
34524,0.33,Very Good,G,VVS1,61.2,60,868,4.42,4.44,2.71,B
34525,0.33,Very Good,G,VVS1,61.4,60,868,4.39,4.44,2.71,B
34526,0.33,Ideal,G,VVS1,60.8,56,868,4.42,4.46,2.7,A
34527,0.33,Premium,G,VVS1,60.9,58,868,4.43,4.47,2.71,B
34528,0.3,Ideal,F,VVS1,61.9,57,868,4.3,4.33,2.67,A
34529,0.3,Premium,F,VVS1,61.8,59,868,4.26,4.29,2.64,B
34530,0.33,Ideal,G,VVS1,61.7,56,868,4.45,4.47,2.75,A
34531,0.33,Ideal,G,VVS1,62,56,868,4.45,4.48,2.77,A
34532,0.33,Ideal,G,VVS1,62.2,57,868,4.41,4.46,2.76,A
34533,0.3,Ideal,F,VVS1,62.1,55,868,4.31,4.32,2.68,A
34534,0.33,Very Good,G,VVS1,62.8,59,868,4.38,4.44,2.77,B
34535,0.33,Ideal,G,VVS1,61.5,56,868,4.45,4.46,2.74,A
34536,0.33,Ideal,G,VVS1,61.8,55,868,4.42,4.45,2.74,A
34537,0.33,Ideal,E,VVS2,61.7,57,868,4.41,4.44,2.73,A
34538,0.33,Ideal,H,IF,62.1,55,868,4.41,4.44,2.75,A
34539,0.35,Ideal,G,VVS1,60.7,56,868,4.58,4.6,2.79,A
34540,0.43,Ideal,H,VS1,61.1,57,868,4.88,4.91,2.99,A
34541,0.43,Ideal,H,VS1,62.3,57,868,4.81,4.84,3,A
34542,0.4,Ideal,G,VS1,61.8,57,868,4.73,4.75,2.93,A
34543,0.35,Ideal,H,IF,61.5,57,868,4.55,4.58,2.8,A
34544,0.43,Very Good,E,VS2,62.2,58,869,4.81,4.87,3.01,B
34545,0.44,Ideal,G,VS2,62,55,869,4.89,4.91,3.04,A
34546,0.4,Good,F,SI1,63.6,59,869,4.67,4.64,2.96,A
34547,0.36,Ideal,G,VS1,62.3,57,869,4.57,4.55,2.84,A
34548,0.36,Premium,F,VS2,58.5,58,869,4.69,4.65,2.73,B
34549,0.46,Ideal,E,SI2,61.3,56,870,4.96,5.02,3.06,A
34550,0.4,Ideal,I,VVS1,62.3,53.7,870,4.72,4.74,2.95,A
34551,0.38,Ideal,F,VS2,62.3,54,870,4.65,4.69,2.91,A
34552,0.38,Ideal,F,VS2,62.2,54,870,4.64,4.66,2.89,A
34553,0.41,Ideal,G,VS1,61.2,57,870,4.77,4.8,2.93,A
34554,0.41,Ideal,F,SI1,61.1,56,870,4.79,4.83,2.94,A
34555,0.52,Premium,F,I1,63,56,870,5.18,5.11,3.24,B
34556,0.4,Ideal,G,SI2,60.6,56,870,4.82,4.76,2.91,A
34557,0.4,Premium,G,SI1,59.4,60,870,4.85,4.82,2.87,B
34558,0.38,Very Good,H,VS2,60.4,56,871,4.71,4.73,2.85,B
34559,0.41,Very Good,D,VS2,63.8,56,871,4.69,4.74,3.01,B
34560,0.4,Very Good,G,VS1,61.5,57,871,4.73,4.77,2.92,B
34561,0.38,Very Good,D,VS2,61.5,62,871,4.6,4.63,2.84,B
34562,0.38,Very Good,D,VS2,58.8,61,871,4.71,4.74,2.78,B
34563,0.38,Very Good,D,VS2,58.8,61,871,4.72,4.77,2.79,B
34564,0.38,Ideal,H,VS1,60.6,57,871,4.7,4.73,2.85,A
34565,0.38,Very Good,F,VS1,60.2,58,871,4.71,4.73,2.84,B
34566,0.38,Very Good,D,VS2,58.7,61,871,4.74,4.77,2.79,B
34567,0.38,Good,D,VS2,63.4,55,871,4.63,4.67,2.95,A
34568,0.38,Ideal,F,VS2,60.4,55,871,4.71,4.76,2.86,A
34569,0.31,Ideal,E,VS1,61.6,55,871,4.37,4.39,2.7,A
34570,0.31,Ideal,G,IF,61,55,871,4.39,4.42,2.69,A
34571,0.31,Ideal,G,IF,62.1,56,871,4.31,4.34,2.69,A
34572,0.31,Ideal,G,IF,62.5,56,871,4.33,4.37,2.71,A
34573,0.31,Ideal,G,IF,62.3,56,871,4.34,4.36,2.71,A
34574,0.31,Ideal,G,IF,61.9,56,871,4.33,4.35,2.68,A
34575,0.31,Ideal,G,IF,61.5,54,871,4.4,4.41,2.71,A
34576,0.31,Ideal,G,IF,61.1,57,871,4.38,4.42,2.68,A
34577,0.31,Ideal,G,IF,61.7,55,871,4.37,4.39,2.7,A
34578,0.31,Ideal,G,IF,60.7,58,871,4.37,4.41,2.67,A
34579,0.43,Premium,F,SI2,61.8,57,871,4.88,4.83,3,B
34580,0.43,Premium,F,SI2,60.2,60,871,4.91,4.85,2.94,B
34581,0.43,Premium,F,SI2,60.5,59,871,4.91,4.88,2.96,B
34582,0.5,Fair,E,SI2,68.6,56,871,4.87,4.75,3.3,A
34583,0.36,Very Good,F,VVS2,61.6,55,872,4.58,4.6,2.83,B
34584,0.32,Very Good,G,IF,62.9,55,872,4.37,4.4,2.75,B
34585,0.51,Very Good,J,SI1,61.7,56,872,5.14,5.17,3.18,B
34586,0.35,Ideal,F,VVS2,61.2,56,872,4.56,4.58,2.8,A
34587,0.35,Ideal,F,VVS2,60.8,55,872,4.58,4.61,2.79,A
34588,0.42,Ideal,F,VS2,62,55,872,4.79,4.82,2.98,A
34589,0.37,Ideal,D,VS1,61.8,56,872,4.61,4.64,2.86,A
34590,0.31,Ideal,F,VS1,62.1,56,872,4.35,4.32,2.69,A
34591,0.34,Ideal,J,VS1,61.9,53.9,469,4.5,4.53,2.79,A
34592,0.37,Ideal,J,SI1,61.4,57,469,4.62,4.66,2.85,A
34593,0.34,Ideal,I,SI1,61.9,56,469,4.47,4.5,2.77,A
34594,0.3,Ideal,G,SI1,62.3,54,469,4.29,4.32,2.68,A
34595,0.27,Very Good,E,VS2,63,57,470,4.12,4.16,2.61,B
34596,0.27,Very Good,E,VS2,63.1,57,470,4.07,4.11,2.58,B
34597,0.27,Very Good,E,VS2,61.3,58,470,4.13,4.16,2.54,B
34598,0.27,Very Good,E,VS2,59.5,56,470,4.2,4.31,2.53,B
34599,0.27,Very Good,F,VS2,58.7,58,470,4.25,4.3,2.51,B
34600,0.27,Very Good,F,VS2,63.3,58,470,4.08,4.1,2.59,B
34601,0.27,Very Good,E,VS1,61.9,59,470,4.16,4.21,2.59,B
34602,0.27,Very Good,E,VS1,60.4,59,470,4.18,4.2,2.53,B
34603,0.27,Very Good,E,VS1,62.9,56,470,4.12,4.15,2.6,B
34604,0.27,Very Good,E,VS1,60.2,58,470,4.19,4.22,2.53,B
34605,0.27,Very Good,D,VS1,59.9,58,470,4.17,4.24,2.52,B
34606,0.27,Very Good,D,VS1,63.2,55,470,4.1,4.16,2.61,B
34607,0.27,Very Good,D,VS1,60.4,59,470,4.15,4.2,2.52,B
34608,0.27,Ideal,F,VS2,60.3,56,470,4.21,4.25,2.55,A
34609,0.27,Ideal,D,VS2,60.2,57,470,4.19,4.21,2.53,A
34610,0.3,Ideal,F,SI1,62.7,54,470,4.29,4.32,2.7,A
34611,0.28,Good,E,VS1,64.3,55,470,4.14,4.16,2.67,A
34612,0.22,Premium,F,SI1,61.7,60,470,3.9,3.85,2.39,B
34613,0.27,Ideal,E,VS1,61.6,55,470,4.16,4.18,2.57,A
34614,0.27,Ideal,E,VS1,61.6,56,470,4.14,4.17,2.56,A
34615,0.31,Good,H,VS2,63.8,56,470,4.33,4.29,2.75,A
34616,0.27,Premium,E,VS1,60.2,59,470,4.2,4.24,2.54,B
34617,0.27,Ideal,E,VS1,61.6,57,470,4.12,4.16,2.55,A
34618,0.27,Ideal,E,VS2,62.7,55,470,4.15,4.18,2.61,A
34619,0.27,Very Good,D,VS2,62,57,470,4.11,4.15,2.56,B
34620,0.27,Premium,E,VS1,61.5,58,470,4.17,4.22,2.58,B
34621,0.31,Ideal,F,VS1,60.6,56,872,4.42,4.39,2.67,A
34622,0.31,Ideal,E,VS2,60.9,57,872,4.36,4.34,2.65,A
34623,0.31,Premium,E,VS2,60.6,59,872,4.39,4.36,2.65,B
34624,0.31,Premium,F,VS1,61.8,60,872,4.39,4.35,2.7,B
34625,0.31,Premium,E,VS2,61,58,872,4.39,4.37,2.67,B
34626,0.31,Ideal,E,VS2,62.9,57,872,4.35,4.3,2.72,A
34627,0.31,Ideal,E,VS2,61,56,872,4.41,4.38,2.68,A
34628,0.31,Ideal,E,VS2,61.4,54,872,4.41,4.38,2.7,A
34629,0.31,Ideal,E,VS2,60.8,54,872,4.4,4.39,2.67,A
34630,0.31,Ideal,E,VS2,61.6,56,872,4.4,4.37,2.7,A
34631,0.31,Ideal,E,VS2,61.8,55,872,4.4,4.37,2.71,A
34632,0.31,Ideal,E,VS2,61,54,872,4.41,4.37,2.68,A
34633,0.31,Ideal,E,VS2,61.5,55,872,4.41,4.37,2.7,A
34634,0.31,Premium,E,VS2,60.3,58,872,4.42,4.37,2.65,B
34635,0.31,Ideal,E,VS2,60.5,56,872,4.41,4.38,2.66,A
34636,0.31,Ideal,E,VS2,61.9,55,872,4.39,4.36,2.71,A
34637,0.31,Ideal,E,VS2,61.8,54,872,4.41,4.36,2.71,A
34638,0.31,Premium,E,VS2,60,59,872,4.39,4.35,2.62,B
34639,0.31,Ideal,E,VS2,61.8,55,872,4.39,4.35,2.7,A
34640,0.31,Ideal,E,VS2,61.7,55,872,4.39,4.36,2.7,A
34641,0.31,Ideal,E,VS2,61.9,55,872,4.39,4.34,2.7,A
34642,0.31,Premium,E,VS2,60.8,58,872,4.37,4.35,2.65,B
34643,0.31,Premium,E,VS2,61,59,872,4.37,4.35,2.66,B
34644,0.31,Ideal,E,VS2,61.6,57,872,4.38,4.35,2.69,A
34645,0.31,Ideal,E,VS2,61.9,55,872,4.38,4.34,2.7,A
34646,0.31,Ideal,E,VS2,61.3,56,872,4.37,4.34,2.67,A
34647,0.31,Ideal,E,VS2,61.5,56,872,4.37,4.34,2.68,A
34648,0.31,Ideal,E,VS2,61.8,54,872,4.37,4.34,2.69,A
34649,0.31,Ideal,E,VS2,62,56,872,4.37,4.34,2.7,A
34650,0.31,Ideal,E,VS2,62,55,872,4.37,4.34,2.7,A
34651,0.31,Ideal,E,VS2,61,56,872,4.38,4.34,2.66,A
34652,0.31,Ideal,E,VS2,61.4,54,872,4.4,4.33,2.68,A
34653,0.31,Premium,E,VS2,60.5,60,872,4.36,4.34,2.63,B
34654,0.31,Ideal,E,VS2,61.8,56,872,4.36,4.34,2.69,A
34655,0.31,Premium,E,VS2,61,59,872,4.39,4.33,2.66,B
34656,0.31,Ideal,E,VS2,62.8,57,872,4.37,4.33,2.73,A
34657,0.31,Ideal,E,VS2,62.3,57,872,4.35,4.32,2.7,A
34658,0.31,Ideal,E,VS2,61.6,56,872,4.38,4.32,2.68,A
34659,0.31,Premium,E,VS2,61.3,60,872,4.39,4.32,2.67,B
34660,0.31,Ideal,E,VS2,61.8,55,872,4.35,4.33,2.68,A
34661,0.31,Ideal,E,VS2,61.7,55,872,4.36,4.33,2.68,A
34662,0.31,Ideal,E,VS2,62,55,872,4.35,4.33,2.69,A
34663,0.31,Premium,E,VS2,61.6,59,872,4.35,4.32,2.67,B
